0,0.41779
0.013699,0.41786
0.027397,0.41794
0.041096,0.41807
0.054795,0.41826
0.068493,0.4185
0.082192,0.41879
0.09589,0.41914
0.10959,0.41953
0.12329,0.41999
0.13699,0.42049
0.15068,0.42105
0.16438,0.42167
0.17808,0.42233
0.19178,0.42305
0.20548,0.42383
0.21918,0.42466
0.23288,0.42554
0.24658,0.42648
0.26027,0.42747
0.27397,0.42851
0.28767,0.42961
0.30137,0.43077
0.31507,0.43198
0.32877,0.43325
0.34247,0.43457
0.35616,0.43595
0.36986,0.43738
0.38356,0.43887
0.39726,0.44042
0.41096,0.44202
0.42466,0.44368
0.43836,0.4454
0.45205,0.44718
0.46575,0.44902
0.47945,0.45091
0.49315,0.45287
0.50685,0.45489
0.52055,0.45696
0.53425,0.45911
0.54795,0.46131
0.56164,0.46358
0.57534,0.46591
0.58904,0.46831
0.60274,0.47078
0.61644,0.47332
0.63014,0.47593
0.64384,0.47861
0.65753,0.48137
0.67123,0.48421
0.68493,0.48713
0.69863,0.49013
0.71233,0.49323
0.72603,0.49641
0.73973,0.4997
0.75342,0.50309
0.76712,0.50659
0.78082,0.51022
0.79452,0.51398
0.80822,0.52251
0.82192,0.5343
0.83562,0.54627
0.84932,0.55847
0.86301,0.57092
0.87671,0.5837
0.89041,0.59687
0.90411,0.6095
0.91781,0.61982
0.93151,0.63019
0.94521,0.6406
0.9589,0.65106
0.9726,0.66158
0.9863,0.67214
1,0.68344
1.0137,0.70263
1.0274,0.71865
1.0411,0.73082
1.0548,0.74105
1.0685,0.74934
1.0822,0.7557
1.0959,0.7601
1.1096,0.76257
1.1233,0.76308
1.137,0.76163
1.1507,0.75823
1.1644,0.75288
1.1781,0.74556
1.1918,0.73627
1.2055,0.72502
1.2192,0.71181
1.2329,0.69662
1.2466,0.67946
1.2603,0.66033
1.274,0.63922
1.2877,0.61614
1.3014,0.59338
1.3151,0.58866
1.3288,0.5841
1.3425,0.57968
1.3562,0.5754
1.3699,0.57124
1.3836,0.5672
1.3973,0.56327
1.411,0.55945
1.4247,0.55572
1.4384,0.55208
1.4521,0.54852
1.4658,0.54505
1.4795,0.54165
1.4932,0.53833
1.5068,0.53507
1.5205,0.53188
1.5342,0.52876
1.5479,0.52569
1.5616,0.52268
1.5753,0.51973
1.589,0.51682
1.6027,0.51397
1.6164,0.51117
1.6301,0.50841
1.6438,0.5057
1.6575,0.50303
1.6712,0.50041
1.6849,0.49782
1.6986,0.49528
1.7123,0.49277
1.726,0.4903
1.7397,0.48786
1.7534,0.48546
1.7671,0.48309
1.7808,0.48075
1.7945,0.47845
1.8082,0.47617
1.8219,0.47393
1.8356,0.47171
1.8493,0.46952
1.863,0.46736
1.8767,0.46523
1.8904,0.46312
1.9041,0.46103
1.9178,0.45897
1.9315,0.45694
1.9452,0.45493
1.9589,0.45294
1.9726,0.45097
1.9863,0.44903
2,0.44711
2.0137,0.4452
2.0274,0.44332
2.0411,0.44146
2.0548,0.43962
2.0685,0.4378
2.0822,0.43599
2.0959,0.43421
2.1096,0.43244
2.1233,0.43069
2.137,0.42896
2.1507,0.42724
2.1644,0.42554
2.1781,0.42386
2.1918,0.42219
2.2055,0.42054
2.2192,0.41891
2.2329,0.41729
2.2466,0.41568
2.2603,0.41409
2.274,0.41252
2.2877,0.41096
2.3014,0.40941
2.3151,0.40787
2.3288,0.40635
2.3425,0.40485
2.3562,0.40335
2.3699,0.40187
2.3836,0.4004
2.3973,0.39894
2.411,0.3975
2.4247,0.39607
2.4384,0.39465
2.4521,0.39324
2.4658,0.39184
2.4795,0.39046
2.4932,0.38908
2.5068,0.38772
2.5205,0.38637
2.5342,0.38503
2.5479,0.3837
2.5616,0.38238
2.5753,0.38107
2.589,0.37977
2.6027,0.37848
2.6164,0.3772
2.6301,0.37593
2.6438,0.37467
2.6575,0.37342
2.6712,0.37218
2.6849,0.37094
2.6986,0.36972
2.7123,0.36851
2.726,0.3673
2.7397,0.36611
2.7534,0.36492
2.7671,0.36374
2.7808,0.36257
2.7945,0.36141
2.8082,0.36025
2.8219,0.35911
2.8356,0.35797
2.8493,0.35684
2.863,0.35572
2.8767,0.35461
2.8904,0.3535
2.9041,0.35241
2.9178,0.35132
2.9315,0.35023
2.9452,0.34916
2.9589,0.34809
2.9726,0.34703
2.9863,0.34598
3,0.34493
3.0137,0.34389
3.0274,0.34286
3.0411,0.34184
3.0548,0.34082
3.0685,0.33981
3.0822,0.3388
3.0959,0.3378
3.1096,0.33681
3.1233,0.33583
3.137,0.33485
3.1507,0.33387
3.1644,0.33291
3.1781,0.33195
3.1918,0.33099
3.2055,0.33005
3.2192,0.3291
3.2329,0.32817
3.2466,0.32724
3.2603,0.32632
3.274,0.3254
3.2877,0.32449
3.3014,0.32358
3.3151,0.32268
3.3288,0.32178
3.3425,0.32089
3.3562,0.32001
3.3699,0.31913
3.3836,0.31826
3.3973,0.31739
3.411,0.31653
3.4247,0.31567
3.4384,0.31482
3.4521,0.31397
3.4658,0.31313
3.4795,0.31229
3.4932,0.31146
3.5068,0.31063
3.5205,0.30981
3.5342,0.30899
3.5479,0.30818
3.5616,0.30738
3.5753,0.30657
3.589,0.30578
3.6027,0.30498
3.6164,0.30419
3.6301,0.30341
3.6438,0.30263
3.6575,0.30186
3.6712,0.30109
3.6849,0.30032
3.6986,0.29956
3.7123,0.2988
3.726,0.29805
3.7397,0.2973
3.7534,0.29656
3.7671,0.29582
3.7808,0.29508
3.7945,0.29435
3.8082,0.29362
3.8219,0.2929
3.8356,0.29218
3.8493,0.29147
3.863,0.29075
3.8767,0.29005
3.8904,0.28934
3.9041,0.28864
3.9178,0.28795
3.9315,0.28726
3.9452,0.28657
3.9589,0.28589
3.9726,0.28521
3.9863,0.28453
4,0.28386
4.0137,0.28319
4.0274,0.28252
4.0411,0.28186
4.0548,0.2812
4.0685,0.28055
4.0822,0.2799
4.0959,0.27925
4.1096,0.27861
4.1233,0.27796
4.137,0.27733
4.1507,0.27669
4.1644,0.27606
4.1781,0.27544
4.1918,0.27481
4.2055,0.27419
4.2192,0.27357
4.2329,0.27296
4.2466,0.27235
4.2603,0.27174
4.274,0.27114
4.2877,0.27054
4.3014,0.26994
4.3151,0.26934
4.3288,0.26875
4.3425,0.26816
4.3562,0.26758
4.3699,0.26699
4.3836,0.26641
4.3973,0.26584
4.411,0.26526
4.4247,0.26469
4.4384,0.26412
4.4521,0.26356
4.4658,0.263
4.4795,0.26244
4.4932,0.26188
4.5068,0.26133
4.5205,0.26078
4.5342,0.26023
4.5479,0.25968
4.5616,0.25914
4.5753,0.2586
4.589,0.25806
4.6027,0.25753
4.6164,0.257
4.6301,0.25647
4.6438,0.25594
4.6575,0.25542
4.6712,0.25489
4.6849,0.25437
4.6986,0.25386
4.7123,0.25334
4.726,0.25283
4.7397,0.25232
4.7534,0.25182
4.7671,0.25131
4.7808,0.25081
4.7945,0.25031
4.8082,0.24982
4.8219,0.24932
4.8356,0.24883
4.8493,0.24834
4.863,0.24785
4.8767,0.24737
4.8904,0.24688
4.9041,0.2464
4.9178,0.24593
4.9315,0.24545
4.9452,0.24498
4.9589,0.24451
4.9726,0.24404
4.9863,0.24357
5,0.2431
5.0137,0.24264
5.0274,0.24218
5.0411,0.24172
5.0548,0.24127
5.0685,0.24081
5.0822,0.24036
5.0959,0.23991
5.1096,0.23946
5.1233,0.23902
5.137,0.23858
5.1507,0.23813
5.1644,0.23769
5.1781,0.23726
5.1918,0.23682
5.2055,0.23639
5.2192,0.23596
5.2329,0.23553
5.2466,0.2351
5.2603,0.23467
5.274,0.23425
5.2877,0.23383
5.3014,0.23341
5.3151,0.23299
5.3288,0.23257
5.3425,0.23216
5.3562,0.23175
5.3699,0.23134
5.3836,0.23093
5.3973,0.23052
5.411,0.23012
5.4247,0.22971
5.4384,0.22931
5.4521,0.22891
5.4658,0.22851
5.4795,0.22812
5.4932,0.22772
5.5068,0.22733
5.5205,0.22694
5.5342,0.22655
5.5479,0.22616
5.5616,0.22578
5.5753,0.22539
5.589,0.22501
5.6027,0.22463
5.6164,0.22425
5.6301,0.22387
5.6438,0.2235
5.6575,0.22312
5.6712,0.22275
5.6849,0.22238
5.6986,0.22201
5.7123,0.22164
5.726,0.22127
5.7397,0.22091
5.7534,0.22054
5.7671,0.22018
5.7808,0.21982
5.7945,0.21946
5.8082,0.21911
5.8219,0.21875
5.8356,0.2184
5.8493,0.21804
5.863,0.21769
5.8767,0.21734
5.8904,0.21699
5.9041,0.21665
5.9178,0.2163
5.9315,0.21596
5.9452,0.21562
5.9589,0.21527
5.9726,0.21493
5.9863,0.2146
6,0.21426
6.0137,0.21392
6.0274,0.21359
6.0411,0.21326
6.0548,0.21292
6.0685,0.21259
6.0822,0.21227
6.0959,0.21194
6.1096,0.21161
6.1233,0.21129
6.137,0.21096
6.1507,0.21064
6.1644,0.21032
6.1781,0.21
6.1918,0.20968
6.2055,0.20937
6.2192,0.20905
6.2329,0.20874
6.2466,0.20842
6.2603,0.20811
6.274,0.2078
6.2877,0.20749
6.3014,0.20718
6.3151,0.20687
6.3288,0.20657
6.3425,0.20626
6.3562,0.20596
6.3699,0.20566
6.3836,0.20536
6.3973,0.20506
6.411,0.20476
6.4247,0.20446
6.4384,0.20417
6.4521,0.20387
6.4658,0.20358
6.4795,0.20328
6.4932,0.20299
6.5068,0.2027
6.5205,0.20241
6.5342,0.20212
6.5479,0.20184
6.5616,0.20155
6.5753,0.20126
6.589,0.20098
6.6027,0.2007
6.6164,0.20042
6.6301,0.20013
6.6438,0.19985
6.6575,0.19958
6.6712,0.1993
6.6849,0.19902
6.6986,0.19875
6.7123,0.19847
6.726,0.1982
6.7397,0.19793
6.7534,0.19766
6.7671,0.19738
6.7808,0.19712
6.7945,0.19685
6.8082,0.19658
6.8219,0.19631
6.8356,0.19605
6.8493,0.19578
6.863,0.19552
6.8767,0.19526
6.8904,0.195
6.9041,0.19474
6.9178,0.19448
6.9315,0.19422
6.9452,0.19396
6.9589,0.1937
6.9726,0.19345
6.9863,0.19319
7,0.19294
